727736557,"['Conspiracy', 'Theorists', 'Seize', 'on', 'Mesa', 'Man', 'Who', 'Sold', 'Ammo', 'to', 'Las', 'Vegas', 'Shooter']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
727736557,"['Thanks', 'to', 'crackpots', 'online', ',', 'a', 'Mesa', 'man', 'has', 'become', 'embroiled', 'in', 'conspiracy', 'theories', 'after', 'he', 'sold', 'ammunition', 'to', 'the', 'Las', 'Vegas', 'mass', 'shooter', '.']","[0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 0]"
727736557,"['Douglas', 'Haig', ',', 'a', '55-year', '-', 'old', 'Honeywell', 'engineer', ',', 'sold', 'more', 'than', '700', 'rounds', 'of', 'ammunition', 'to', 'Las', 'Vegas', 'mass', 'murderer', 'Stephen', 'Paddock', 'in', 'September', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 0, 0, 0, 0, 0]"
727736557,"['Haig', ""'s"", 'name', 'was', 'inadvertently', 'revealed', 'this', 'week', 'when', 'unredacted', 'court', 'documents', 'were', 'released', 'to', 'reporters', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
727736557,"['Search', 'warrant', 'records', 'showed', 'that', 'Haig', 'was', 'a', 'person', 'of', 'interest', 'in', 'the', 'investigation', 'of', 'the', 'mass', 'shooting', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
727736557,"['As', 'a', 'result', ',', 'Haig', 'said', 'that', 'he', 'has', 'received', 'death', 'threats', 'and', 'people', 'have', 'pounded', 'on', 'his', 'door', 'to', 'tell', 'him', 'that', 'he', 'deserves', 'to', 'die', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
727736557,"['""', 'It', 'makes', 'me', 'feel', 'horrible', ',', '""', 'he', 'said', 'at', 'a', 'news', 'conference', 'Friday', 'morning', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
727736557,"['""', 'People', 'need', 'to', 'do', 'their', 'research', 'and', 'think', 'rather', 'than', 'just', 'react', 'viscerally', '.', '”']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
727736557,"['It', ""'s"", 'not', 'just', 'people', 'harassing', 'Haig', 'at', 'his', 'home', ':', 'Conspiracy', 'theorists', 'online', 'have', 'seized', 'on', 'Haig', ""'s"", 'engineering', 'background', 'to', 'lob', 'wild', 'claims', 'about', 'the', 'Las', 'Vegas', 'shooting', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 9, 9, 0, 0, 0, 0, 0, 0]"
727736557,"['Many', 'of', 'their', 'theories', 'lean', 'heavily', 'on', 'Haig', ""'s"", 'LinkedIn', 'profile', ',', 'which', 'says', 'that', 'Haig', 'previously', 'worked', 'for', 'Boeing', 'and', 'Northrop', 'Grumman', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
727736557,"['Bonkers', 'conspiracy', 'site', 'Intellihub', 'posted', 'an', 'article', 'this', 'week', 'that', 'pointed', 'to', 'Haig', ""'s"", 'background', 'in', 'the', 'aerospace', 'industry', 'as', 'a', 'sign', 'of', 'U.S.', 'government', 'involvement', 'in', 'the', 'massacre', '.']","[0, 0, 0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0]"
727736557,"['They', 'noted', 'Haig', ""'s"", 'LinkedIn', 'page', ',', 'which', 'says', 'he', 'worked', 'for', 'Boeing', 'in', 'Mesa', 'as', 'a', 'senior', 'liaison', 'engineer', 'in', 'their', 'unmanned', 'helicopter', 'division', 'from', '2010', 'to', '2013', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
727736557,"['""', 'Let', '’s', 'not', 'forget', 'that', 'it', 'is', 'a', 'fact', 'that', 'helicopters', 'were', 'lurking', 'behind', 'the', 'Mandalay', 'Bay', 'during', 'the', 'attack', 'which', 'were', 'not', 'shown', 'on', 'the', 'radar', ',', '""', 'author', 'Shepard', 'Ambellas', 'writes', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
727736557,"['Ambellas', 'claims', 'helicopters', 'provided', 'an', '""', 'air', 'assault', '""', 'during', 'the', 'massacre', ',', 'a', 'ludicrous', 'theory', 'he', ""'s"", 'expounded', 'upon', 'on', 'InfoWars', 'with', 'the', 'internet', ""'s"", 'conspiracy', '-', 'theorist', '-', 'in', '-', 'chief', 'Alex', 'Jones', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 0, 0]"
727736557,"['Ambellas', 'and', 'Intellihub', 'claim', 'that', 'the', 'FBI', 'and', 'the', 'Las', 'Vegas', 'Metropolitan', 'Police', 'Department', 'are', 'providing', 'cover', 'for', 'the', 'real', 'story', 'behind', 'the', 'massacre', ',', 'with', 'help', 'from', 'Haig', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
727736557,"['In', 'public', 'statements', 'this', 'week', ',', 'Haig', 'denied', 'any', 'connection', 'to', 'the', 'massacre', 'and', 'said', 'he', 'merely', 'sold', 'Paddock', 'the', 'rounds', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
727736557,"['""', 'However', ',', 'do', 'n’t', 'be', 'fooled', ',', '""', 'Intellihub', 'writes', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
727736557,"['""', 'Haig', 'is', 'likely', 'a', 'CIA', 'cut', '-', 'out', 'who', 'is', 'just', 'upholding', 'the', 'public', 'narrative', 'in', 'conjunction', 'with', 'the', 'FBI', 'Las', 'Vegas', 'and', 'the', 'LVMPD', '.', '""']","[0, 0, 0, 0, 10, 10, 10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
727736557,"['Laura', 'Loomer', ',', 'a', 'noxious', 'far', '-', 'right', 'personality', 'who', 'formerly', 'worked', 'for', 'Project', 'Veritas', ',', 'also', 'started', 'making', 'hay', 'with', 'Haig', ""'s"", 'background', 'in', 'Arizona', 'aerospace', '.']","[0, 0, 0, 10, 10, 10, 10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0]"
727736557,"['She', 'wrote', 'on', 'Twitter', 'that', 'the', 'massacre', '""', 'is', 'starting', 'to', 'look', 'more', 'and', 'more', 'like', 'a', 'gun', 'running', 'operation', 'gone', 'wrong', 'every', 'day', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
727736557,"['Douglas', 'Haig', '’s', '@LinkedIn', 'Account', 'says', 'he', 'also', 'has', '“', 'DOD', 'Top', 'secret', 'clearance', '”', 'on', 'top', 'of', 'specializing', 'in', 'military', 'ammunition', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
727736557,"['He', 'is', 'the', 'second', 'suspect', 'in', 'the', '#', 'LasVegasShooting', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
